(0.002053,18841700)
(0.000155,254496)
(0.000153,344576)
(0.000147,280949)
(0.000152,645837)
(0.000137,228473)
(0.000137,120973)
(0.000134,145274)
(0.000133,131709)
(0.000133,120155)
(0.000134,131679)
(0.000132,99648)
(0.000131,132870)
(0.000133,149901)
(0.000132,93788)
(0.000134,88253)
(0.000136,48351)
(0.000138,120109)
(0.000132,65766)
(0.000131,54656)
(0.000131,69600)
(0.000134,40285)
(0.000132,49715)
(0.000131,53565)
(0.000135,79682)
(0.000135,72827)
(0.000133,71674)
(0.000132,89068)
(0.000132,49123)
(0.000132,45993)
(0.000133,60005)
(0.000134,119258)
(0.000129,132197)
(0.000136,125931)
(0.000139,98722)
(0.000145,98767)
(0.000147,76812)
(0.000148,183562)
(0.000152,229438)
(0.000167,768680)
(0.000160,479260)
(0.000149,242538)
(0.000142,65837)
(0.000153,156306)
(0.000166,482992)
(0.000141,194644)
(0.000128,113919)
(0.000121,51753)
(0.000117,24937)
(0.000119,43290)
(0.000116,32143)
(0.000118,56807)
(0.000120,45874)
(0.000120,36885)
(0.000120,24463)
(0.000121,37584)
(0.000124,52392)
(0.000125,72474)
(0.000122,54066)
(0.000121,28640)
(0.000122,41263)
(0.000122,32336)
(0.000121,27647)
(0.000121,16695)
(0.000121,26432)
(0.000120,33259)
(0.000121,30848)
(0.000123,43911)
(0.000123,41814)
(0.000119,38899)
(0.000122,35274)
(0.000123,20425)
(0.000124,27636)
(0.000124,28260)
(0.000124,39326)
(0.000128,100480)
(0.000125,63563)
(0.000123,29422)
(0.000124,27115)
(0.000125,58024)
(0.000125,41198)
(0.000126,137675)
(0.000131,114475)
(0.000132,115029)
(0.000129,42810)
(0.000130,37172)
(0.000127,44008)
(0.000126,60512)
(0.000126,60323)
(0.000131,43332)
(0.000126,61189)
(0.000129,40889)
(0.000131,47538)
(0.000133,52762)
(0.000132,60340)
(0.000134,95987)
(0.000133,69138)
(0.000133,56502)
(0.000135,86971)
(0.000131,87671)
(0.000125,28795)
(0.000128,59655)
(0.000129,41740)
(0.000132,68704)
(0.000130,41405)
(0.000133,45347)
(0.000133,49505)
(0.000134,64854)
(0.000133,49657)
(0.000136,107993)
(0.000131,122066)
(0.000138,110942)
(0.000143,39491)
(0.000146,79829)
(0.000149,123419)
(0.000140,69654)
(0.000139,147002)
(0.000150,88439)
(0.000151,73157)
(0.000155,163777)
(0.000158,42531)
(0.000159,53715)
(0.000161,62385)
(0.000166,68514)
(0.000164,121884)
(0.000164,68112)
(0.000163,106400)
(0.000171,145228)
(0.000172,100492)
(0.000175,88243)
(0.000176,63217)
(0.000177,52130)
(0.000177,98376)
(0.000175,112603)
(0.000187,157221)
(0.000187,137241)
(0.000186,70188)
(0.000192,158187)
(0.000190,110059)
(0.000189,109809)
(0.000190,75824)
(0.000193,170496)
(0.000188,201460)
(0.000187,154598)
(0.000189,292748)
(0.000175,59467)
(0.000175,117169)
(0.000179,158401)
(0.000184,88979)
(0.000181,156356)
(0.000189,394271)
(0.000197,203396)
(0.000200,200217)
(0.000212,403970)
(0.000214,374607)
(0.000206,413951)
(0.000247,1504540)
(0.000206,667083)
(0.000193,346051)
(0.000193,242777)
(0.000199,428108)
(0.000195,241753)
(0.000194,144120)
(0.000192,108404)
(0.000195,202676)
(0.000200,385337)
(0.000216,470230)
(0.000216,374356)
(0.000209,254646)
(0.000213,331089)
(0.000204,194843)
(0.000187,314154)
(0.000191,380388)
(0.000219,268407)
(0.000221,215505)
(0.000218,345750)
(0.000213,647287)
(0.000232,907950)
(0.000214,755776)
(0.000228,1467650)
(0.000199,782771)
(0.000172,145367)
(0.000172,300746)
(0.000167,198491)
(0.000162,111553)
(0.000160,121304)
(0.000162,174044)
(0.000168,206486)
(0.000163,138182)
(0.000158,104469)
(0.000159,147434)
(0.000155,154819)
(0.000155,128299)
(0.000161,408123)
(0.000165,809592)
(0.000158,349100)
(0.000171,332522)
(0.000181,506717)
(0.000201,745818)
(0.000202,918951)
(0.000190,949606)
(0.000162,436420)
(0.000149,211573)
(0.000143,239172)
(0.000151,382628)
(0.000141,268833)
(0.000134,146125)
(0.000134,281954)
(0.000122,189787)
(0.000119,61269)
(0.000117,62533)
(0.000122,86112)
(0.000122,152626)
(0.000117,198466)
(0.000117,166226)
(0.000124,426389)
(0.000094,52099)
(0.000094,59389)
(0.000094,38434)
(0.000094,37627)
(0.000089,34179)
(0.000090,42631)
(0.000090,63172)
(0.000094,60746)
(0.000100,107580)
(0.000103,69472)
(0.000104,110577)
(0.000105,121523)
(0.000100,40541)
(0.000104,39115)
(0.000105,71850)
(0.000104,67739)
(0.000107,35264)
(0.000111,80204)
(0.000112,52136)
(0.000112,64337)
(0.000111,49792)
(0.000108,34841)
(0.000108,30371)
(0.000107,22508)
(0.000109,53563)
(0.000108,51137)
(0.000105,49885)
(0.000107,60205)
(0.000115,49018)
(0.000115,23632)
(0.000115,33858)
(0.000117,52305)
(0.000118,42133)
(0.000123,43839)
(0.000124,37381)
(0.000128,39167)
(0.000128,66699)
(0.000130,27405)
(0.000131,39752)
(0.000130,32333)
(0.000128,74921)
(0.000177,51069)
(0.000129,39566)
(0.000132,59516)
(0.000134,42770)
(0.000134,34427)
(0.000135,53301)
(0.000132,79751)
(0.000138,91395)
(0.000139,147271)
(0.000135,50874)
(0.000134,83127)
(0.000137,44816)
(0.000137,111357)
(0.000144,122162)
(0.000147,68749)
(0.000146,64949)
(0.000145,68975)
(0.000144,96006)
(0.000144,91319)
(0.000145,68716)
(0.000146,77208)
(0.000145,108727)
(0.000145,61623)
(0.000143,66363)
(0.000143,58829)
(0.000144,56866)
(0.000145,91110)
(0.000145,109615)
(0.000149,119287)
(0.000150,82805)
(0.000148,91862)
(0.000147,65452)
(0.000151,125456)
(0.000144,62047)
(0.000144,81036)
(0.000143,46267)
(0.000143,42882)
(0.000147,41789)
(0.000150,38389)
(0.000149,43346)
(0.000147,36737)
(0.000147,41101)
(0.000149,46406)
(0.000146,62611)
(0.000154,131126)
(0.000152,144726)
(0.000149,132778)
(0.000142,51889)
(0.000142,67361)
(0.000141,63312)
(0.000143,65261)
(0.000146,93700)
(0.000147,99081)
(0.000146,95764)
(0.000152,153575)
(0.000148,197966)
(0.000156,287036)
(0.000152,186184)
(0.000147,199772)
(0.000146,237750)
(0.000151,218528)
(0.000148,253694)
(0.000161,229336)
(0.000166,378360)
(0.000184,667846)
(0.000171,335878)
(0.000167,312520)
(0.000157,285910)
(0.000159,386500)
(0.000155,542117)
(0.000145,344858)
(0.000142,336240)
(0.000147,302411)
(0.000143,251985)
(0.000145,512342)
(0.000152,763181)
(0.000136,578144)
(0.000157,541356)
(0.000162,364158)
(0.000166,168072)
(0.000173,351577)
(0.000172,395032)
(0.000174,354778)
(0.000175,383032)
(0.000170,319517)
(0.000166,574552)
(0.000169,379150)
(0.000186,285574)
(0.000187,356017)
(0.000186,306913)
(0.000187,314633)
(0.000182,353753)
(0.000186,403468)
(0.000186,309230)
(0.000191,300075)
(0.000193,303287)
(0.000191,383141)
(0.000197,305209)
(0.000198,419505)
(0.000200,441201)
(0.000206,443180)
(0.000212,700302)
(0.000200,1050380)
(0.000184,562434)
(0.000189,828897)
(0.000190,602312)
(0.000196,485346)
(0.000202,452219)
(0.000205,290569)
(0.000208,401861)
(0.000214,410013)
(0.000218,415692)
(0.000222,468821)
(0.000232,321158)
(0.000234,344493)
(0.000235,423224)
(0.000237,260134)
(0.000238,302326)
(0.000241,395602)
(0.000243,331956)
(0.000244,301617)
(0.000245,239006)
(0.000249,400745)
(0.000251,403907)
(0.000255,1036270)
(0.000243,399806)
(0.000252,544508)
(0.000259,934654)
(0.000265,980005)
(0.000220,297791)
(0.000213,222428)
(0.000219,342457)
(0.000219,257772)
(0.000228,309789)
(0.000233,261137)
(0.000231,244672)
(0.000248,300008)
(0.000250,416534)
(0.000265,971771)
(0.000248,573687)
(0.000226,276784)
(0.000228,367787)
(0.000221,236149)
(0.000220,254706)
(0.000228,247006)
(0.000228,458974)
(0.000221,421845)
(0.000217,288067)
(0.000229,281158)
(0.000230,196336)
(0.000239,18844600)
(0.000243,186097)
(0.000244,293536)
(0.000255,286187)
(0.000258,354633)
(0.000254,262260)
(0.000253,348436)
(0.000252,222909)
(0.000261,408092)
(0.000268,695627)
(0.000271,1028090)
(0.000235,279274)
(0.000244,581790)
(0.000259,295933)
(0.000262,332855)
(0.000261,330041)
(0.000270,365533)
(0.000286,815956)
(0.000293,543227)
(0.000291,412929)
(0.000294,358839)
(0.000281,434884)
(0.000296,513973)
(0.000299,681174)
(0.000300,553294)
(0.000312,1042430)
(0.000313,1317300)
(0.000309,1125540)
(0.000339,730468)
(0.000345,1150090)
(0.000371,1307610)
(0.000406,1031360)
(0.000408,760341)
(0.000401,1169070)
(0.000414,2115710)
(0.000452,2907080)
(0.000467,4722610)
(0.000383,2393610)
(0.000353,1277840)
(0.000318,739197)
(0.000301,620222)
(0.000299,539140)
(0.000310,993004)
(0.000307,883563)
(0.000325,2215910)
(0.000299,1463600)
(0.000329,1321120)
(0.000356,3401030)
(0.000436,6677130)
(0.000267,1435840)
(0.000206,506222)
(0.000208,686773)
(0.000196,486354)
(0.000195,619240)
(0.000189,726929)
(0.000217,800009)
(0.000213,1616910)
(0.000169,507241)
(0.000168,573631)
(0.000140,149367)
(0.000134,129321)
(0.000133,132860)
(0.000147,291765)
(0.000135,131446)
(0.000133,136449)
(0.000142,188059)
(0.000151,317321)
(0.000178,1430870)
(0.000126,366814)
(0.000126,112592)
(0.000126,121028)
(0.000132,206936)
(0.000140,273433)
(0.000132,260171)
(0.000117,194961)
(0.000128,233498)
(0.000137,157417)
(0.000135,204077)
(0.000147,349005)
(0.000148,174715)
(0.000151,190644)
(0.000149,193328)
(0.000166,206929)
(0.000170,148141)
(0.000170,119359)
(0.000183,209937)
(0.000183,297579)
(0.000192,236519)
(0.000203,254217)
(0.000207,219934)
(0.000210,164862)
(0.000212,117204)
(0.000214,162768)
(0.000211,189931)
(0.000210,168166)
(0.000212,185504)
(0.000220,230995)
(0.000220,281078)
(0.000216,169123)
(0.000221,176119)
(0.000228,256883)
(0.000226,245097)
(0.000237,396016)
(0.000241,196337)
(0.000246,228417)
(0.000251,223770)
(0.000261,366333)
(0.000262,432877)
(0.000255,368030)
(0.000259,269268)
(0.000273,289599)
(0.000274,287834)
(0.000275,292935)
(0.000275,366291)
(0.000284,522520)
(0.000287,652666)
(0.000262,443163)
(0.000232,91325)
(0.000235,141042)
(0.000236,293813)
(0.000245,415581)
(0.000226,449730)
(0.000260,491802)
(0.000268,448434)
(0.000281,382776)
(0.000279,248181)
(0.000292,253850)
(0.000298,454754)
(0.000296,483973)
(0.000310,301853)
(0.000327,573812)
(0.000343,458940)
(0.000353,321583)
(0.000354,289457)
(0.000359,343110)
(0.000363,289988)
(0.000364,340545)
(0.000367,253373)
(0.000378,521729)
(0.000381,289056)
(0.000395,435885)
(0.000406,523038)
(0.000424,876563)
(0.000435,1322230)
(0.000383,589374)
(0.000364,380403)
(0.000369,365300)
(0.000375,413224)
(0.000365,542879)
(0.000368,526707)
(0.000386,1065750)
(0.000406,904765)
(0.000416,1091610)
(0.000431,1715410)
(0.000362,870901)
(0.000392,988044)
(0.000399,476535)
(0.000422,898635)
(0.000411,659621)
(0.000430,824478)
(0.000443,1222410)
(0.000429,555017)
(0.000443,939662)
(0.000461,839516)
(0.000471,505630)
(0.000473,736828)
(0.000451,371681)
(0.000455,321137)
(0.000455,305748)
(0.000455,605567)
(0.000462,388013)
(0.000459,669458)
(0.000486,484512)
(0.000460,535210)
(0.000479,480690)
(0.000500,676349)
(0.000497,860285)
(0.000479,587545)
(0.000480,685166)
(0.000467,750721)
(0.000470,523194)
(0.000473,560527)
(0.000483,519009)
(0.000505,540769)
(0.000512,542606)
(0.000519,1149250)
(0.000503,1302450)
(0.000500,1578900)
(0.000474,708249)
(0.000484,998929)
(0.000588,4732600)
(0.000589,1031310)
(0.000591,1276710)
(0.000626,1014070)
(0.000646,1021950)
(0.000664,1089990)
(0.000651,1622690)
(0.000654,1511350)
(0.000747,3792830)
(0.000803,6425170)
(0.000588,2503670)
(0.000465,1416560)
(0.000426,512104)
(0.000448,503227)
(0.000440,1096790)
(0.000445,862264)
(0.000457,440661)
(0.000464,667073)
(0.000471,782860)
(0.000480,701008)
(0.000470,473934)
(0.000486,1043010)
(0.000449,1151820)
(0.000547,1385560)
(0.000554,845770)
(0.000571,1377400)
(0.000588,1337820)
(0.000627,1877200)
(0.000564,2114930)
(0.000640,1935920)
(0.000659,709492)
(0.000748,911303)
(0.000759,1183650)
(0.000745,882613)
(0.000704,830262)
(0.000750,2157110)
(0.000774,888744)
(0.000808,1550450)
(0.000779,1148100)
(0.000822,1484340)
(0.000848,776123)
(0.000873,835369)
(0.000890,991836)
(0.000929,2111640)
(0.000970,4777870)
(0.000803,3138850)
(0.000884,1428770)
(0.000882,1444630)
(0.000936,1319210)
(0.001021,1551340)
(0.001073,1093730)
(0.001433,1247530)
(0.001106,3778550)
(0.001118,3652600)
(0.001059,1498200)
(0.001089,1227770)
(0.001163,1519040)
(0.001219,1492960)
(0.001196,3165270)
(0.001082,4596380)
(0.001202,1907020)
(0.001299,2818150)
(0.001290,1455000)
(0.001266,2149320)
(0.001358,2420130)
(0.001429,2416530)
(0.001426,2027290)
(0.001482,4679940)
(0.001527,2110320)
(0.001605,4900070)
(0.001674,6470210)
(0.001862,5636470)
(0.001944,6437240)
(0.001831,9117540)
(0.001507,4810030)
(0.001291,2538170)
(0.001158,789545)
(0.001308,1401220)
(0.001374,1831240)
(0.001326,2623790)
(0.001289,2569440)
(0.001363,1879300)
(0.001496,2000720)
(0.001572,1084150)
(0.001560,1003380)
(0.001603,2168880)
(0.001602,2488540)
(0.001403,2112100)
(0.001675,1999700)
(0.001870,4570820)
(0.001909,3206090)
(0.001908,4732940)
(0.001922,5532260)
(0.002038,5896280)
(0.002335,13114300)
(0.001341,9061440)
(0.000753,3509460)
(0.000646,2998020)
(0.000422,716054)
(0.000431,483679)
(0.000441,1259190)
(0.000354,577691)
(0.000344,391890)
(0.000375,296158)
(0.000509,986660)
(0.000374,570553)
(0.000269,314644)
(0.000238,174256)
(0.000284,212892)
(0.000290,265529)
(0.000312,245107)
(0.000321,313907)
(0.000376,303106)
(0.000449,318037)
(0.000451,307917)
(0.000466,273400)
(0.000459,276660)
(0.000492,360974)
(0.000540,341581)
(0.000628,477422)
(0.000706,0)
(0.000694,0)
(0.000913,0)
(0.000460,0)
(0.000498,0)
(0.000700,0)
(0.001143,0)
(0.001520,0)
(0.000362,0)
(0.000289,0)
(0.000866,0)
(0.000904,0)
